Index,Date,Hour,PMIS - Total Customer Throughput (Unadjusted),Week Number,Weekday
302,2015-03-27,19:00:00,56,13,Friday
303,2015-03-27,20:00:00,105,13,Friday
304,2015-03-27,21:00:00,5,13,Friday
305,2015-03-28,15:00:00,78,13,Saturday
306,2015-03-28,18:00:00,147,13,Saturday
307,2015-03-29,15:00:00,37,13,Sunday
308,2015-03-29,20:00:00,45,13,Sunday
309,2015-03-29,21:00:00,146,13,Sunday
310,2015-03-30,12:00:00,137,14,Monday
311,2015-03-30,20:00:00,44,14,Monday
312,2015-03-31,15:00:00,63,14,Tuesday
313,2015-03-31,20:00:00,48,14,Tuesday
314,2015-04-01,15:00:00,54,14,Wednesday
315,2015-04-01,16:00:00,154,14,Wednesday
316,2015-04-01,20:00:00,179,14,Wednesday
317,2015-04-02,12:00:00,146,14,Thursday
318,2015-04-02,14:00:00,64,14,Thursday
319,2015-04-02,19:00:00,68,14,Thursday
320,2015-04-02,21:00:00,46,14,Thursday
321,2015-04-03,11:00:00,131,14,Friday
322,2015-04-03,15:00:00,47,14,Friday
323,2015-04-03,16:00:00,72,14,Friday
324,2015-04-03,19:00:00,147,14,Friday
325,2015-04-03,20:00:00,45,14,Friday
326,2015-04-04,15:00:00,54,14,Saturday
327,2015-04-04,19:00:00,32,14,Saturday
328,2015-04-04,21:00:00,19,14,Saturday
329,2015-04-05,15:00:00,54,14,Sunday
330,2015-04-05,19:00:00,133,14,Sunday
331,2015-04-06,11:00:00,133,15,Monday
332,2015-04-06,15:00:00,126,15,Monday
333,2015-04-06,20:00:00,67,15,Monday
334,2015-04-07,14:00:00,54,15,Tuesday
335,2015-04-07,15:00:00,26,15,Tuesday
336,2015-04-07,20:00:00,26,15,Tuesday
337,2015-04-08,11:00:00,107,15,Wednesday
338,2015-04-08,15:00:00,49,15,Wednesday
339,2015-04-08,16:00:00,172,15,Wednesday
340,2015-04-08,19:00:00,130,15,Wednesday
341,2015-04-08,20:00:00,25,15,Wednesday
342,2015-04-09,11:00:00,46,15,Thursday
343,2015-04-09,14:00:00,100,15,Thursday
