Index,Date,Hour,PMIS - Total Customer Throughput (Unadjusted),Week Number,Weekday
246,2019-08-26,12:00:00,29,35,Monday
247,2019-08-26,13:00:00,117,35,Monday
248,2019-08-27,10:00:00,56,35,Tuesday
249,2019-08-27,11:00:00,130,35,Tuesday
250,2019-08-27,12:00:00,83,35,Tuesday
251,2019-08-27,13:00:00,26,35,Tuesday
252,2019-08-27,15:00:00,64,35,Tuesday
253,2019-08-28,10:00:00,39,35,Wednesday
254,2019-08-28,11:00:00,42,35,Wednesday
255,2019-08-28,12:00:00,66,35,Wednesday
256,2019-08-28,13:00:00,28,35,Wednesday
257,2019-08-28,14:00:00,7,35,Wednesday
258,2019-08-29,10:00:00,28,35,Thursday
259,2019-08-29,11:00:00,26,35,Thursday
260,2019-08-29,12:00:00,26,35,Thursday
261,2019-08-29,13:00:00,25,35,Thursday
262,2019-08-29,14:00:00,62,35,Thursday
263,2019-08-29,15:00:00,56,35,Thursday
264,2019-08-30,10:00:00,0,35,Friday
265,2019-08-31,10:00:00,0,35,Saturday
266,2019-09-01,10:00:00,0,35,Sunday
267,2019-09-02,10:00:00,0,36,Monday
268,2019-09-03,10:00:00,0,36,Tuesday
269,2019-09-04,10:00:00,55,36,Wednesday
270,2019-09-04,11:00:00,58,36,Wednesday
271,2019-09-04,12:00:00,17,36,Wednesday
272,2019-09-04,13:00:00,3,36,Wednesday
273,2019-09-05,10:00:00,52,36,Thursday
274,2019-09-05,11:00:00,100,36,Thursday
275,2019-09-05,12:00:00,42,36,Thursday
276,2019-09-05,13:00:00,101,36,Thursday
277,2019-09-06,10:00:00,0,36,Friday
278,2019-09-07,10:00:00,0,36,Saturday
279,2019-09-08,10:00:00,82,36,Sunday
280,2019-09-08,11:00:00,102,36,Sunday
281,2019-09-08,12:00:00,100,36,Sunday
282,2019-09-08,13:00:00,90,36,Sunday
283,2019-09-09,10:00:00,36,37,Monday
284,2019-09-09,11:00:00,37,37,Monday
285,2019-09-09,12:00:00,18,37,Monday
286,2019-09-09,13:00:00,5,37,Monday
287,2019-09-10,10:00:00,63,37,Tuesday
288,2019-09-10,11:00:00,115,37,Tuesday
289,2019-09-10,12:00:00,46,37,Tuesday
290,2019-09-10,13:00:00,11,37,Tuesday
291,2019-09-11,10:00:00,13,37,Wednesday
292,2019-09-11,11:00:00,40,37,Wednesday
293,2019-09-11,12:00:00,25,37,Wednesday
294,2019-09-11,13:00:00,12,37,Wednesday
295,2019-09-12,10:00:00,75,37,Thursday
296,2019-09-12,11:00:00,75,37,Thursday
297,2019-09-12,12:00:00,75,37,Thursday
298,2019-09-12,13:00:00,22,37,Thursday
299,2019-09-13,10:00:00,0,37,Friday
300,2019-09-14,10:00:00,0,37,Saturday
301,2019-09-15,10:00:00,24,37,Sunday
302,2019-09-15,11:00:00,11,37,Sunday
303,2019-09-15,12:00:00,28,37,Sunday
304,2019-09-15,13:00:00,144,37,Sunday
305,2019-09-16,10:00:00,11,38,Monday
306,2019-09-16,11:00:00,16,38,Monday
307,2019-09-16,12:00:00,13,38,Monday
308,2019-09-16,13:00:00,18,38,Monday
309,2019-09-17,10:00:00,27,38,Tuesday
310,2019-09-17,11:00:00,65,38,Tuesday
311,2019-09-17,12:00:00,103,38,Tuesday
312,2019-09-17,13:00:00,140,38,Tuesday
313,2019-09-18,10:00:00,7,38,Wednesday
314,2019-09-18,11:00:00,87,38,Wednesday
315,2019-09-18,12:00:00,161,38,Wednesday
316,2019-09-18,13:00:00,3,38,Wednesday
317,2019-09-19,10:00:00,63,38,Thursday
318,2019-09-19,11:00:00,11,38,Thursday
319,2019-09-19,12:00:00,63,38,Thursday
320,2019-09-19,13:00:00,41,38,Thursday
321,2019-09-20,10:00:00,0,38,Friday
322,2019-09-21,10:00:00,0,38,Saturday
323,2019-09-22,10:00:00,99,38,Sunday
324,2019-09-22,11:00:00,264,38,Sunday
325,2019-09-22,12:00:00,257,38,Sunday
326,2019-09-22,13:00:00,3,38,Sunday
