Index,Date_x,Hour,PMIS - Total Customer Throughput (Unadjusted)_x,Week Number,Weekday,Date_y,PMIS - Total Customer Throughput (Unadjusted)_y,Date,PMIS - Total Customer Throughput (Unadjusted)
2222,2017-07-18,04:00:00,1.0,29,Tuesday,,,,
2223,,06:00:00,,29,Tuesday,2018-07-17,1.0,,
2224,,07:00:00,,29,Tuesday,2018-07-17,3.0,2019-07-16,2.0
2225,,08:00:00,,29,Tuesday,,,2019-07-16,5.0
2226,2017-07-18,09:00:00,1.0,29,Tuesday,,,2019-07-16,5.0
2227,,10:00:00,,29,Tuesday,,,2019-07-16,3.0
2228,2017-07-18,11:00:00,1.0,29,Tuesday,,,,
2229,,12:00:00,,29,Tuesday,,,2019-07-16,6.0
2230,,13:00:00,,29,Tuesday,2018-07-17,3.0,2019-07-16,2.0
2231,2017-07-18,14:00:00,3.0,29,Tuesday,,,,
2232,2017-07-18,15:00:00,2.0,29,Tuesday,2018-07-17,4.0,2019-07-16,7.0
2233,,17:00:00,,29,Tuesday,,,2019-07-16,1.0
2234,2017-07-18,21:00:00,2.0,29,Tuesday,2018-07-17,4.0,2019-07-16,5.0
2235,2017-07-19,05:00:00,1.0,29,Wednesday,2018-07-18,2.0,,
2236,,06:00:00,,29,Wednesday,,,2019-07-17,4.0
2237,,07:00:00,,29,Wednesday,2018-07-18,5.0,2019-07-17,3.0
2238,2017-07-19,08:00:00,2.0,29,Wednesday,,,2019-07-17,3.0
2239,,10:00:00,,29,Wednesday,,,2019-07-17,7.0
2240,,11:00:00,,29,Wednesday,,,2019-07-17,8.0
2241,,12:00:00,,29,Wednesday,2018-07-18,2.0,,
2242,,13:00:00,,29,Wednesday,2018-07-18,5.0,,
2243,,14:00:00,,29,Wednesday,,,2019-07-17,1.0
2244,,15:00:00,,29,Wednesday,2018-07-18,3.0,,
2245,2017-07-19,16:00:00,3.0,29,Wednesday,2018-07-18,1.0,2019-07-17,2.0
2246,,17:00:00,,29,Wednesday,2018-07-18,3.0,,
2247,,19:00:00,,29,Wednesday,2018-07-18,1.0,2019-07-17,1.0
2248,,20:00:00,,29,Wednesday,2018-07-18,1.0,,
2249,,21:00:00,,29,Wednesday,2018-07-18,1.0,,
2250,,04:00:00,,30,Friday,,,2019-07-26,1.0
2251,,05:00:00,,30,Friday,2018-07-27,1.0,,
2252,2017-07-28,08:00:00,2.0,30,Friday,,,2019-07-26,11.0
2253,,09:00:00,,30,Friday,2018-07-27,2.0,2019-07-26,4.0
2254,,11:00:00,,30,Friday,,,2019-07-26,4.0
2255,,12:00:00,,30,Friday,2018-07-27,6.0,,
2256,,14:00:00,,30,Friday,2018-07-27,5.0,2019-07-26,3.0
2257,,15:00:00,,30,Friday,,,2019-07-26,6.0
2258,,16:00:00,,30,Friday,,,2019-07-26,9.0
2259,,17:00:00,,30,Friday,2018-07-27,3.0,,
2260,,18:00:00,,30,Friday,,,2019-07-26,10.0
2261,,21:00:00,,30,Friday,2018-07-27,3.0,,
2262,,08:00:00,,30,Monday,,,2019-07-22,17.0
2263,,10:00:00,,30,Monday,,,2019-07-22,7.0
2264,,12:00:00,,30,Monday,,,2019-07-22,14.0
2265,,13:00:00,,30,Monday,2018-07-23,1.0,2019-07-22,12.0
2266,2017-07-24,14:00:00,4.0,30,Monday,,,,
2267,,15:00:00,,30,Monday,2018-07-23,7.0,,
2268,,16:00:00,,30,Monday,2018-07-23,3.0,2019-07-22,12.0
2269,2017-07-24,17:00:00,1.0,30,Monday,2018-07-23,4.0,,
2270,2017-07-24,18:00:00,4.0,30,Monday,2018-07-23,1.0,2019-07-22,1.0
2271,,19:00:00,,30,Monday,2018-07-23,1.0,,
2272,,20:00:00,,30,Monday,,,2019-07-22,1.0
2273,2017-07-24,21:00:00,1.0,30,Monday,2018-07-23,5.0,2019-07-22,1.0
2274,,05:00:00,,30,Saturday,,,2019-07-27,5.0
2275,,06:00:00,,30,Saturday,,,2019-07-27,20.0
2276,,08:00:00,,30,Saturday,2018-07-28,4.0,,
2277,,09:00:00,,30,Saturday,,,2019-07-27,3.0
2278,,11:00:00,,30,Saturday,2018-07-28,2.0,2019-07-27,18.0
2279,,12:00:00,,30,Saturday,2018-07-28,1.0,,
2280,,13:00:00,,30,Saturday,,,2019-07-27,3.0
2281,2017-07-29,14:00:00,4.0,30,Saturday,2018-07-28,3.0,2019-07-27,1.0
2282,,15:00:00,,30,Saturday,,,2019-07-27,11.0
2283,,16:00:00,,30,Saturday,2018-07-28,4.0,2019-07-27,13.0
2284,,17:00:00,,30,Saturday,2018-07-28,4.0,,
2285,,18:00:00,,30,Saturday,,,2019-07-27,3.0
2286,,20:00:00,,30,Saturday,,,2019-07-27,4.0
2287,2017-07-29,21:00:00,5.0,30,Saturday,2018-07-28,1.0,2019-07-27,2.0
2288,,05:00:00,,30,Sunday,2018-07-29,4.0,2019-07-28,1.0
2289,,09:00:00,,30,Sunday,,,2019-07-28,2.0
2290,,12:00:00,,30,Sunday,,,2019-07-28,4.0
2291,,13:00:00,,30,Sunday,,,2019-07-28,5.0
2292,,14:00:00,,30,Sunday,2018-07-29,5.0,2019-07-28,2.0
2293,,15:00:00,,30,Sunday,,,2019-07-28,2.0
2294,,16:00:00,,30,Sunday,2018-07-29,5.0,,
2295,,18:00:00,,30,Sunday,,,2019-07-28,2.0
2296,,20:00:00,,30,Sunday,,,2019-07-28,3.0
2297,,07:00:00,,30,Thursday,2018-07-26,2.0,2019-07-25,1.0
2298,2017-07-27,08:00:00,6.0,30,Thursday,,,2019-07-25,4.0
2299,,09:00:00,,30,Thursday,,,2019-07-25,1.0
2300,,10:00:00,,30,Thursday,2018-07-26,2.0,2019-07-25,3.0
2301,,11:00:00,,30,Thursday,2018-07-26,1.0,2019-07-25,3.0
2302,,12:00:00,,30,Thursday,2018-07-26,4.0,2019-07-25,3.0
2303,,13:00:00,,30,Thursday,,,2019-07-25,10.0
2304,,14:00:00,,30,Thursday,2018-07-26,2.0,2019-07-25,7.0
2305,,17:00:00,,30,Thursday,,,2019-07-25,4.0
2306,,18:00:00,,30,Thursday,2018-07-26,5.0,2019-07-25,2.0
2307,,20:00:00,,30,Thursday,2018-07-26,5.0,,
2308,2017-07-27,21:00:00,1.0,30,Thursday,,,2019-07-25,4.0
2309,,07:00:00,,30,Tuesday,,,2019-07-23,3.0
2310,,08:00:00,,30,Tuesday,,,2019-07-23,6.0
2311,,10:00:00,,30,Tuesday,2018-07-24,8.0,2019-07-23,9.0
2312,,11:00:00,,30,Tuesday,2018-07-24,1.0,2019-07-23,2.0
2313,,12:00:00,,30,Tuesday,2018-07-24,1.0,2019-07-23,3.0
2314,2017-07-25,13:00:00,4.0,30,Tuesday,2018-07-24,5.0,,
2315,,15:00:00,,30,Tuesday,2018-07-24,4.0,2019-07-23,1.0
2316,,16:00:00,,30,Tuesday,2018-07-24,1.0,,
2317,,17:00:00,,30,Tuesday,2018-07-24,6.0,2019-07-23,1.0
2318,,18:00:00,,30,Tuesday,2018-07-24,3.0,,
2319,,04:00:00,,30,Wednesday,,,2019-07-24,8.0
2320,,06:00:00,,30,Wednesday,2018-07-25,1.0,,
2321,,07:00:00,,30,Wednesday,,,2019-07-24,1.0
2322,2017-07-26,08:00:00,2.0,30,Wednesday,,,2019-07-24,4.0
2323,,10:00:00,,30,Wednesday,2018-07-25,4.0,,
2324,,11:00:00,,30,Wednesday,,,2019-07-24,1.0
2325,,12:00:00,,30,Wednesday,,,2019-07-24,1.0
2326,,13:00:00,,30,Wednesday,2018-07-25,11.0,,
2327,2017-07-26,14:00:00,4.0,30,Wednesday,2018-07-25,6.0,2019-07-24,1.0
2328,,15:00:00,,30,Wednesday,2018-07-25,5.0,2019-07-24,2.0
2329,2017-07-26,16:00:00,5.0,30,Wednesday,2018-07-25,5.0,2019-07-24,3.0
2330,,17:00:00,,30,Wednesday,,,2019-07-24,1.0
2331,,20:00:00,,30,Wednesday,2018-07-25,6.0,,
2332,,05:00:00,,31,Friday,2018-08-03,2.0,,
2333,,07:00:00,,31,Friday,2018-08-03,4.0,2019-08-02,7.0
2334,,08:00:00,,31,Friday,2018-08-03,7.0,2019-08-02,4.0
2335,,09:00:00,,31,Friday,,,2019-08-02,1.0
2336,2017-08-04,10:00:00,2.0,31,Friday,2018-08-03,10.0,2019-08-02,3.0
2337,2017-08-04,11:00:00,2.0,31,Friday,,,,
2338,,13:00:00,,31,Friday,2018-08-03,1.0,,
2339,2017-08-04,14:00:00,4.0,31,Friday,2018-08-03,4.0,2019-08-02,14.0
2340,,15:00:00,,31,Friday,2018-08-03,5.0,,
2341,2017-08-04,17:00:00,5.0,31,Friday,2018-08-03,2.0,,
2342,,20:00:00,,31,Friday,,,2019-08-02,2.0
2343,,21:00:00,,31,Friday,,,2019-08-02,4.0
2344,,06:00:00,,31,Monday,,,2019-07-29,2.0
2345,,07:00:00,,31,Monday,2018-07-30,7.0,2019-07-29,8.0
2346,,08:00:00,,31,Monday,,,2019-07-29,4.0
2347,2017-07-31,09:00:00,4.0,31,Monday,,,,
2348,,10:00:00,,31,Monday,,,2019-07-29,1.0
2349,,11:00:00,,31,Monday,,,2019-07-29,7.0
2350,,12:00:00,,31,Monday,2018-07-30,2.0,2019-07-29,1.0
2351,2017-07-31,14:00:00,1.0,31,Monday,2018-07-30,7.0,2019-07-29,1.0
2352,,15:00:00,,31,Monday,,,2019-07-29,1.0
2353,2017-07-31,16:00:00,4.0,31,Monday,,,2019-07-29,2.0
2354,,18:00:00,,31,Monday,,,2019-07-29,8.0
2355,,19:00:00,,31,Monday,,,2019-07-29,1.0
2356,2017-07-31,20:00:00,1.0,31,Monday,2018-07-30,2.0,2019-07-29,6.0
2357,2017-07-31,21:00:00,1.0,31,Monday,,,,
2358,,07:00:00,,31,Saturday,,,2019-08-03,1.0
2359,,09:00:00,,31,Saturday,2018-08-04,2.0,2019-08-03,2.0
2360,,10:00:00,,31,Saturday,2018-08-04,1.0,2019-08-03,3.0
2361,,11:00:00,,31,Saturday,2018-08-04,12.0,2019-08-03,5.0
2362,,12:00:00,,31,Saturday,,,2019-08-03,2.0
2363,,13:00:00,,31,Saturday,,,2019-08-03,4.0
2364,,15:00:00,,31,Saturday,2018-08-04,2.0,,
2365,,16:00:00,,31,Saturday,2018-08-04,6.0,,
2366,,17:00:00,,31,Saturday,2018-08-04,2.0,,
2367,,18:00:00,,31,Saturday,2018-08-04,3.0,2019-08-03,2.0
2368,,06:00:00,,31,Sunday,2018-08-05,1.0,,
2369,,08:00:00,,31,Sunday,2018-08-05,2.0,2019-08-04,5.0
2370,,10:00:00,,31,Sunday,2018-08-05,7.0,2019-08-04,2.0
2371,,11:00:00,,31,Sunday,,,2019-08-04,9.0
2372,,12:00:00,,31,Sunday,,,2019-08-04,2.0
2373,,13:00:00,,31,Sunday,,,2019-08-04,1.0
2374,,14:00:00,,31,Sunday,,,2019-08-04,5.0
2375,,15:00:00,,31,Sunday,2018-08-05,1.0,2019-08-04,4.0
2376,2017-08-06,16:00:00,3.0,31,Sunday,2018-08-05,6.0,,
2377,2017-08-06,17:00:00,2.0,31,Sunday,,,2019-08-04,10.0
2378,,18:00:00,,31,Sunday,2018-08-05,10.0,2019-08-04,4.0
2379,2017-08-03,05:00:00,1.0,31,Thursday,,,,
2380,2017-08-03,08:00:00,2.0,31,Thursday,,,2019-08-01,2.0
2381,,09:00:00,,31,Thursday,2018-08-02,1.0,2019-08-01,7.0
2382,,10:00:00,,31,Thursday,2018-08-02,2.0,2019-08-01,4.0
2383,,11:00:00,,31,Thursday,,,2019-08-01,1.0
2384,,13:00:00,,31,Thursday,2018-08-02,2.0,,
2385,,14:00:00,,31,Thursday,2018-08-02,2.0,2019-08-01,6.0
2386,2017-08-03,15:00:00,1.0,31,Thursday,,,2019-08-01,10.0
2387,,16:00:00,,31,Thursday,2018-08-02,2.0,2019-08-01,13.0
2388,,17:00:00,,31,Thursday,,,2019-08-01,2.0
2389,2017-08-01,05:00:00,1.0,31,Tuesday,,,,
2390,,06:00:00,,31,Tuesday,2018-07-31,2.0,,
2391,,08:00:00,,31,Tuesday,,,2019-07-30,4.0
2392,2017-08-01,09:00:00,4.0,31,Tuesday,2018-07-31,7.0,2019-07-30,1.0
2393,2017-08-01,10:00:00,4.0,31,Tuesday,,,,
2394,,11:00:00,,31,Tuesday,,,2019-07-30,4.0
2395,,13:00:00,,31,Tuesday,2018-07-31,2.0,,
2396,,14:00:00,,31,Tuesday,2018-07-31,1.0,2019-07-30,10.0
2397,,15:00:00,,31,Tuesday,2018-07-31,3.0,2019-07-30,1.0
2398,,16:00:00,,31,Tuesday,2018-07-31,6.0,2019-07-30,3.0
2399,,17:00:00,,31,Tuesday,,,2019-07-30,2.0
2400,2017-08-01,18:00:00,4.0,31,Tuesday,,,2019-07-30,4.0
2401,,19:00:00,,31,Tuesday,,,2019-07-30,2.0
2402,,20:00:00,,31,Tuesday,,,2019-07-30,1.0
2403,2017-08-01,21:00:00,3.0,31,Tuesday,,,2019-07-30,2.0
2404,,09:00:00,,31,Wednesday,,,2019-07-31,2.0
2405,,11:00:00,,31,Wednesday,,,2019-07-31,2.0
2406,,12:00:00,,31,Wednesday,,,2019-07-31,8.0
2407,,13:00:00,,31,Wednesday,,,2019-07-31,16.0
2408,,14:00:00,,31,Wednesday,2018-08-01,3.0,2019-07-31,7.0
2409,,15:00:00,,31,Wednesday,2018-08-01,7.0,2019-07-31,10.0
2410,,16:00:00,,31,Wednesday,,,2019-07-31,6.0
2411,,17:00:00,,31,Wednesday,2018-08-01,2.0,2019-07-31,3.0
2412,,18:00:00,,31,Wednesday,2018-08-01,1.0,2019-07-31,2.0
2413,,19:00:00,,31,Wednesday,,,2019-07-31,1.0
2414,,21:00:00,,31,Wednesday,,,2019-07-31,1.0
2415,2017-08-11,05:00:00,1.0,32,Friday,,,,
2416,,07:00:00,,32,Friday,2018-08-10,4.0,,
2417,,08:00:00,,32,Friday,,,2019-08-09,4.0
2418,,09:00:00,,32,Friday,2018-08-10,1.0,2019-08-09,3.0
2419,,10:00:00,,32,Friday,,,2019-08-09,3.0
2420,,11:00:00,,32,Friday,2018-08-10,3.0,,
2421,,12:00:00,,32,Friday,,,2019-08-09,5.0
2422,,13:00:00,,32,Friday,,,2019-08-09,1.0
2423,,14:00:00,,32,Friday,2018-08-10,3.0,2019-08-09,4.0
2424,,15:00:00,,32,Friday,2018-08-10,4.0,2019-08-09,4.0
2425,,16:00:00,,32,Friday,,,2019-08-09,7.0
2426,,17:00:00,,32,Friday,,,2019-08-09,6.0
2427,,18:00:00,,32,Friday,,,2019-08-09,13.0
2428,,20:00:00,,32,Friday,2018-08-10,2.0,,
2429,2017-08-11,21:00:00,3.0,32,Friday,,,,
2430,,07:00:00,,32,Monday,2018-08-06,4.0,2019-08-05,1.0
2431,2017-08-07,08:00:00,1.0,32,Monday,,,2019-08-05,3.0
2432,,09:00:00,,32,Monday,2018-08-06,3.0,2019-08-05,1.0
2433,,10:00:00,,32,Monday,2018-08-06,1.0,2019-08-05,9.0
2434,2017-08-07,11:00:00,2.0,32,Monday,,,,
2435,,12:00:00,,32,Monday,,,2019-08-05,10.0
2436,2017-08-07,14:00:00,1.0,32,Monday,2018-08-06,2.0,2019-08-05,10.0
2437,,16:00:00,,32,Monday,,,2019-08-05,6.0
2438,,17:00:00,,32,Monday,,,2019-08-05,1.0
2439,,18:00:00,,32,Monday,,,2019-08-05,5.0
2440,2017-08-07,19:00:00,2.0,32,Monday,,,,
2441,,20:00:00,,32,Monday,,,2019-08-05,2.0
2442,,21:00:00,,32,Monday,2018-08-06,1.0,2019-08-05,6.0
2443,,05:00:00,,32,Saturday,2018-08-11,1.0,,
2444,,09:00:00,,32,Saturday,,,2019-08-10,5.0
2445,,10:00:00,,32,Saturday,2018-08-11,5.0,,
2446,,12:00:00,,32,Saturday,,,2019-08-10,1.0
2447,,13:00:00,,32,Saturday,,,2019-08-10,2.0
2448,,14:00:00,,32,Saturday,,,2019-08-10,10.0
2449,,15:00:00,,32,Saturday,,,2019-08-10,1.0
2450,,16:00:00,,32,Saturday,2018-08-11,3.0,,
2451,,17:00:00,,32,Saturday,,,2019-08-10,9.0
2452,,18:00:00,,32,Saturday,2018-08-11,3.0,,
2453,,19:00:00,,32,Saturday,,,2019-08-10,2.0
2454,,20:00:00,,32,Saturday,2018-08-11,4.0,2019-08-10,6.0
2455,,21:00:00,,32,Saturday,2018-08-11,4.0,,
2456,2017-08-13,06:00:00,2.0,32,Sunday,,,,
2457,,07:00:00,,32,Sunday,,,2019-08-11,2.0
2458,,08:00:00,,32,Sunday,2018-08-12,3.0,,
2459,2017-08-13,09:00:00,1.0,32,Sunday,,,2019-08-11,1.0
2460,2017-08-13,10:00:00,4.0,32,Sunday,,,,
2461,2017-08-13,11:00:00,6.0,32,Sunday,,,2019-08-11,3.0
2462,2017-08-13,12:00:00,5.0,32,Sunday,,,,
2463,2017-08-13,14:00:00,1.0,32,Sunday,2018-08-12,5.0,2019-08-11,2.0
2464,,15:00:00,,32,Sunday,2018-08-12,6.0,,
2465,,16:00:00,,32,Sunday,2018-08-12,7.0,2019-08-11,3.0
2466,,18:00:00,,32,Sunday,2018-08-12,2.0,2019-08-11,3.0
2467,,20:00:00,,32,Sunday,2018-08-12,1.0,2019-08-11,1.0
2468,2017-08-13,21:00:00,3.0,32,Sunday,,,2019-08-11,3.0
2469,,06:00:00,,32,Thursday,2018-08-09,1.0,,
2470,,07:00:00,,32,Thursday,,,2019-08-08,3.0
2471,,08:00:00,,32,Thursday,,,2019-08-08,3.0
2472,2017-08-10,09:00:00,2.0,32,Thursday,,,2019-08-08,5.0
2473,,10:00:00,,32,Thursday,,,2019-08-08,7.0
2474,2017-08-10,11:00:00,6.0,32,Thursday,,,2019-08-08,4.0
2475,2017-08-10,12:00:00,1.0,32,Thursday,2018-08-09,2.0,,
2476,2017-08-10,14:00:00,1.0,32,Thursday,2018-08-09,4.0,2019-08-08,12.0
2477,,15:00:00,,32,Thursday,,,2019-08-08,6.0
2478,,16:00:00,,32,Thursday,2018-08-09,1.0,2019-08-08,2.0
2479,,17:00:00,,32,Thursday,,,2019-08-08,1.0
2480,,18:00:00,,32,Thursday,,,2019-08-08,2.0
2481,,19:00:00,,32,Thursday,,,2019-08-08,1.0
2482,,20:00:00,,32,Thursday,,,2019-08-08,1.0
2483,2017-08-10,21:00:00,2.0,32,Thursday,2018-08-09,4.0,2019-08-08,3.0
2484,,06:00:00,,32,Tuesday,2018-08-07,2.0,,
2485,,07:00:00,,32,Tuesday,2018-08-07,7.0,2019-08-06,2.0
2486,,08:00:00,,32,Tuesday,,,2019-08-06,1.0
2487,,09:00:00,,32,Tuesday,2018-08-07,4.0,2019-08-06,1.0
2488,,10:00:00,,32,Tuesday,,,2019-08-06,10.0
2489,,11:00:00,,32,Tuesday,2018-08-07,1.0,2019-08-06,2.0
2490,,13:00:00,,32,Tuesday,,,2019-08-06,8.0
2491,,14:00:00,,32,Tuesday,2018-08-07,1.0,2019-08-06,2.0
2492,,15:00:00,,32,Tuesday,2018-08-07,1.0,2019-08-06,10.0
2493,,16:00:00,,32,Tuesday,2018-08-07,2.0,2019-08-06,3.0
2494,,17:00:00,,32,Tuesday,2018-08-07,8.0,,
2495,,18:00:00,,32,Tuesday,2018-08-07,3.0,,
2496,,19:00:00,,32,Tuesday,,,2019-08-06,4.0
2497,2017-08-08,20:00:00,5.0,32,Tuesday,,,,
2498,,21:00:00,,32,Tuesday,2018-08-07,3.0,,
2499,,05:00:00,,32,Wednesday,2018-08-08,2.0,,
2500,2017-08-09,07:00:00,14.0,32,Wednesday,2018-08-08,4.0,2019-08-07,2.0
2501,,08:00:00,,32,Wednesday,2018-08-08,3.0,,
2502,,09:00:00,,32,Wednesday,2018-08-08,3.0,2019-08-07,3.0
2503,,10:00:00,,32,Wednesday,,,2019-08-07,3.0
2504,,11:00:00,,32,Wednesday,2018-08-08,3.0,,
2505,,12:00:00,,32,Wednesday,2018-08-08,2.0,2019-08-07,1.0
2506,,13:00:00,,32,Wednesday,,,2019-08-07,3.0
2507,,14:00:00,,32,Wednesday,,,2019-08-07,8.0
2508,,15:00:00,,32,Wednesday,,,2019-08-07,10.0
2509,,16:00:00,,32,Wednesday,2018-08-08,1.0,2019-08-07,8.0
2510,,17:00:00,,32,Wednesday,,,2019-08-07,2.0
2511,,07:00:00,,33,Friday,2018-08-17,1.0,,
2512,,09:00:00,,33,Friday,2018-08-17,3.0,,
2513,2017-08-18,10:00:00,2.0,33,Friday,,,,
2514,,13:00:00,,33,Friday,2018-08-17,2.0,,
2515,,14:00:00,,33,Friday,2018-08-17,1.0,,
2516,2017-08-18,15:00:00,1.0,33,Friday,,,2019-08-16,7.0
2517,,16:00:00,,33,Friday,2018-08-17,2.0,2019-08-16,4.0
2518,,17:00:00,,33,Friday,2018-08-17,4.0,2019-08-16,7.0
2519,,19:00:00,,33,Friday,2018-08-17,4.0,2019-08-16,1.0
2520,,07:00:00,,33,Monday,,,2019-08-12,1.0
2521,,08:00:00,,33,Monday,,,2019-08-12,9.0
2522,,09:00:00,,33,Monday,2018-08-13,5.0,2019-08-12,2.0
2523,,10:00:00,,33,Monday,2018-08-13,6.0,,
2524,,11:00:00,,33,Monday,,,2019-08-12,5.0
2525,,12:00:00,,33,Monday,2018-08-13,13.0,2019-08-12,2.0
2526,,13:00:00,,33,Monday,,,2019-08-12,3.0
2527,,14:00:00,,33,Monday,,,2019-08-12,6.0
2528,,15:00:00,,33,Monday,2018-08-13,2.0,2019-08-12,10.0
2529,2017-08-14,16:00:00,3.0,33,Monday,,,2019-08-12,9.0
2530,,17:00:00,,33,Monday,,,2019-08-12,3.0
2531,,18:00:00,,33,Monday,2018-08-13,9.0,,
2532,2017-08-14,19:00:00,2.0,33,Monday,,,2019-08-12,9.0
2533,,20:00:00,,33,Monday,2018-08-13,2.0,2019-08-12,1.0
2534,,21:00:00,,33,Monday,,,2019-08-12,2.0
2535,2017-08-19,05:00:00,1.0,33,Saturday,,,,
2536,,07:00:00,,33,Saturday,2018-08-18,9.0,2019-08-17,1.0
2537,,08:00:00,,33,Saturday,,,2019-08-17,3.0
2538,,09:00:00,,33,Saturday,2018-08-18,1.0,,
2539,,10:00:00,,33,Saturday,2018-08-18,5.0,2019-08-17,1.0
2540,,11:00:00,,33,Saturday,,,2019-08-17,2.0
2541,,12:00:00,,33,Saturday,,,2019-08-17,5.0
2542,2017-08-19,14:00:00,2.0,33,Saturday,2018-08-18,4.0,2019-08-17,10.0
2543,,15:00:00,,33,Saturday,2018-08-18,4.0,2019-08-17,9.0
2544,,16:00:00,,33,Saturday,,,2019-08-17,8.0
2545,,17:00:00,,33,Saturday,2018-08-18,3.0,,
2546,,18:00:00,,33,Saturday,,,2019-08-17,2.0
2547,,19:00:00,,33,Saturday,,,2019-08-17,2.0
2548,2017-08-19,20:00:00,4.0,33,Saturday,,,,
2549,,04:00:00,,33,Sunday,,,2019-08-18,1.0
2550,,06:00:00,,33,Sunday,,,2019-08-18,3.0
2551,,07:00:00,,33,Sunday,2018-08-19,3.0,2019-08-18,11.0
2552,,08:00:00,,33,Sunday,,,2019-08-18,2.0
2553,,09:00:00,,33,Sunday,,,2019-08-18,9.0
2554,,10:00:00,,33,Sunday,2018-08-19,4.0,2019-08-18,2.0
2555,,11:00:00,,33,Sunday,2018-08-19,1.0,2019-08-18,3.0
2556,,12:00:00,,33,Sunday,,,2019-08-18,2.0
2557,2017-08-20,13:00:00,3.0,33,Sunday,,,2019-08-18,3.0
2558,,14:00:00,,33,Sunday,2018-08-19,4.0,2019-08-18,4.0
2559,,15:00:00,,33,Sunday,,,2019-08-18,3.0
2560,,16:00:00,,33,Sunday,,,2019-08-18,3.0
2561,,18:00:00,,33,Sunday,2018-08-19,3.0,2019-08-18,1.0
2562,,19:00:00,,33,Sunday,2018-08-19,2.0,,
2563,,20:00:00,,33,Sunday,2018-08-19,3.0,2019-08-18,4.0
2564,2017-08-20,21:00:00,6.0,33,Sunday,,,,
2565,,06:00:00,,33,Thursday,,,2019-08-15,1.0
2566,,07:00:00,,33,Thursday,2018-08-16,2.0,2019-08-15,2.0
2567,,08:00:00,,33,Thursday,2018-08-16,7.0,2019-08-15,1.0
2568,2017-08-17,09:00:00,4.0,33,Thursday,,,,
2569,,11:00:00,,33,Thursday,,,2019-08-15,4.0
2570,,12:00:00,,33,Thursday,2018-08-16,11.0,,
2571,,13:00:00,,33,Thursday,2018-08-16,1.0,,
2572,2017-08-17,14:00:00,1.0,33,Thursday,2018-08-16,2.0,2019-08-15,8.0
2573,2017-08-17,16:00:00,3.0,33,Thursday,,,,
2574,,18:00:00,,33,Thursday,,,2019-08-15,6.0
2575,,20:00:00,,33,Thursday,2018-08-16,1.0,,
2576,2017-08-17,21:00:00,4.0,33,Thursday,2018-08-16,2.0,2019-08-15,7.0
2577,,07:00:00,,33,Tuesday,,,2019-08-13,2.0
2578,,08:00:00,,33,Tuesday,,,2019-08-13,7.0
2579,,11:00:00,,33,Tuesday,2018-08-14,4.0,2019-08-13,1.0
2580,,12:00:00,,33,Tuesday,,,2019-08-13,1.0
2581,,13:00:00,,33,Tuesday,,,2019-08-13,4.0
2582,2017-08-15,14:00:00,1.0,33,Tuesday,2018-08-14,2.0,2019-08-13,2.0
2583,2017-08-15,15:00:00,1.0,33,Tuesday,2018-08-14,7.0,,
2584,2017-08-15,18:00:00,2.0,33,Tuesday,,,,
2585,2017-08-15,19:00:00,5.0,33,Tuesday,,,2019-08-13,7.0
2586,,05:00:00,,33,Wednesday,2018-08-15,1.0,,
2587,,06:00:00,,33,Wednesday,,,2019-08-14,1.0
2588,,07:00:00,,33,Wednesday,2018-08-15,3.0,2019-08-14,1.0
2589,,08:00:00,,33,Wednesday,2018-08-15,6.0,,
2590,2017-08-16,09:00:00,1.0,33,Wednesday,,,,
2591,,10:00:00,,33,Wednesday,,,2019-08-14,10.0
2592,,14:00:00,,33,Wednesday,2018-08-15,1.0,2019-08-14,2.0
2593,,15:00:00,,33,Wednesday,,,2019-08-14,11.0
2594,2017-08-16,21:00:00,3.0,33,Wednesday,2018-08-15,7.0,2019-08-14,4.0
2595,,07:00:00,,34,Friday,2018-08-24,2.0,2019-08-23,2.0
2596,2017-08-25,08:00:00,7.0,34,Friday,,,,
2597,,09:00:00,,34,Friday,,,2019-08-23,1.0
2598,,10:00:00,,34,Friday,,,2019-08-23,6.0
2599,2017-08-25,11:00:00,4.0,34,Friday,2018-08-24,2.0,,
2600,,12:00:00,,34,Friday,2018-08-24,11.0,2019-08-23,1.0
2601,,13:00:00,,34,Friday,,,2019-08-23,1.0
2602,,14:00:00,,34,Friday,,,2019-08-23,9.0
2603,,15:00:00,,34,Friday,2018-08-24,14.0,,
2604,,16:00:00,,34,Friday,,,2019-08-23,2.0
2605,,18:00:00,,34,Friday,2018-08-24,2.0,2019-08-23,1.0
2606,,19:00:00,,34,Friday,,,2019-08-23,8.0
2607,,20:00:00,,34,Friday,2018-08-24,4.0,,
2608,2017-08-21,06:00:00,1.0,34,Monday,,,,
2609,2017-08-21,07:00:00,2.0,34,Monday,,,2019-08-19,2.0
2610,,08:00:00,,34,Monday,,,2019-08-19,2.0
2611,,09:00:00,,34,Monday,2018-08-20,2.0,,
2612,,10:00:00,,34,Monday,2018-08-20,3.0,2019-08-19,4.0
2613,,12:00:00,,34,Monday,,,2019-08-19,1.0
2614,,13:00:00,,34,Monday,2018-08-20,2.0,2019-08-19,10.0
2615,,14:00:00,,34,Monday,,,2019-08-19,1.0
2616,,16:00:00,,34,Monday,2018-08-20,4.0,2019-08-19,9.0
2617,,17:00:00,,34,Monday,2018-08-20,1.0,,
2618,,20:00:00,,34,Monday,,,2019-08-19,1.0
